"","reviewRating","reviewDate","reviewFormat","Verified_Purchase","reviewHeadline","reviewText"
"1267",5,"November 30, 2018","Color: Black",TRUE,"Immerse & Amaze
            ","Best headphones
            "
"1268",5,"December 29, 2018","Color: Black",TRUE,"Great headphones
            ","Like the sound. Good quality.
            "
"1269",5,"March 6, 2018","Color: Black",TRUE,"Five Stars
            ","Did not disappoint...worth the splurge
            "
"1270",5,"May 10, 2016","Color: Black",TRUE,"Five Stars
            ","Great for travel and studying!!
            "
"1271",4,"June 13, 2019","Color: White",TRUE,"mine didn't  come with any connecting cables for charging and optical connection
            ","Missing cables
            "
"1272",5,"April 27, 2019","Color: Black",TRUE,"Much better
            ","As advertised
            "
"1273",3,"June 19, 2016","Color: Black",TRUE,"its bad for price we are paying for it
            ","The quality of sound is not what i expected, its bad for price we are paying for it.
            "
"1274",5,"January 7, 2017","Color: Black",TRUE,"Very easy to operate and connect
            ","Exquisite sound! Fastastic equipment. Very easy to operate and connect. Highly recommended.
            "
"1275",4,"March 12, 2019","Color: White",TRUE,"Cuts out rarely.
            ","Very comfy and good sound!
            "
"1276",5,"March 6, 2018","Color: Black",TRUE,"Five Stars
            ","Fit well, surround sound is fabulous
            "
"1277",5,"October 14, 2015","Color: Black",TRUE,"This thing is amazing. So comfortable and liberating
            ","This thing is amazing. So comfortable and liberating. Connecting to Bluetooth is very easy. Occasionally stutters when connecting to Bluetooth but when it connects properly once, doesn't disconnect. Sound quality is great.
            "
"1278",5,"May 23, 2018","Color: White",TRUE,"Five Stars
            ","Love it when I am doing my job
            "
"1279",5,"June 17, 2019","Color: Black",TRUE,"Another Bose Winner
            ","Great sound and comfort!
            "
"1280",5,"November 27, 2015","Color: Black",TRUE,"I can now watch TV without disturbing wife.
            ","Great, but auto connect when you have multiple devices is difficult. But once the connection works I love it.
            "
"1281",5,"July 22, 2019","Color: Black",TRUE,"Good
            ","Good value
            "
"1282",5,"January 4, 2017","Color: Black",TRUE,"Five Stars
            ","Great sound. Very comfortable.
            "
"1283",5,"April 20, 2017","Color: Black",TRUE,"Five Stars
            ","everything about it is great. very happy.
            "
"1284",4,"February 8, 2018","Color: Black",TRUE,"good
            ","bluetooth was a bit glitchy at first.  good otherwise
            "
"1285",5,"December 3, 2017","Color: White",TRUE,"Five Stars
            ","Great product!
            "
"1286",5,"July 22, 2019","Color: White",TRUE,"You will not blow out the speakers.
            ","You won't blow it out.
            "
"1287",2,"February 1, 2018","Color: Black",TRUE,"Abysmal connection quality: consistent skipping & stuttering
            ","For the price paid, the connection quality is abysmal. I would expect much more from a product in this tier.Very consistently when I turn them on, the connection is unusably stuttery; the audio drops out like a badly skipping CD.The best workaround I have found is to turn off my laptop's wifi for 2 minutes and then re-enable it. Sometimes this takes several tries.It's not a site-specific problem, as this happens just as often in cafes as in my quiet living room. In fact, the last cafe I was at I had to plug them in because I couldn't get the bluetooth connection to work for longer than about 60 seconds.Audio quality and comfort is fine. I just wish I hadn't paid so much for something that works this poorly.
            "
"1288",5,"October 25, 2018","Color: Black",TRUE,"Awesome
            ","Simply incredible
            "
"1289",1,"December 29, 2018","Color: White",TRUE,"Connecting to Bluetooth is more of a job
            ","I disliked everything
            "
"1290",5,"January 22, 2019","Color: Black",TRUE,"-
            ","Nothing
            "
"1291",5,"October 23, 2018","Color: White",TRUE,"Awesome
            ","Excelent Product
            "
"1292",5,"July 25, 2017","Color: White",TRUE,"Five Stars
            ","nice
            "
"1293",5,"September 14, 2017","Color: White",TRUE,"Five Stars
            ","Perfect headphones.Thank you!
            "
"1294",5,"December 11, 2018","Color: Black",TRUE,"Wauuuu
            ","Super
            "
"1295",5,"September 26, 2017","Color: Black",TRUE,"Five Stars
            ","By far the best sound quality I have heard on any headset. Worth every penny!!!
            "
"1296",3,"February 9, 2017","Color: Black",TRUE,"Three Stars
            ","They are very comfortable and sound good but I did think they would have sounded better.
            "
"1297",5,"February 14, 2019","Color: Black",TRUE,"👍
            ","👍
            "
"1298",4,"June 7, 2018","Color: Black",TRUE,"Four Stars
            ","good sound quality, nice looking
            "
"1299",5,"February 3, 2018","Color: Black",TRUE,"Five Stars
            ","Good sound and a comfortable fit
            "
"1300",5,"June 10, 2017","Color: Black",TRUE,"Five Stars
            ","Love it, meets all expectations and some,,,,,,
            "
"1301",2,"March 27, 2017","Color: White",TRUE,"NOPE!!!
            ","These are far far far from performing as you would expect from Bose. The build quality is good, but performance lacks big time. I have had, and still have,several pairs of earphones priced well under $75.00, all of which kicks Bose in the Kiester in the ""rock out"" department. So, if all you want is decent quality, and are not concerned about sound, these are for you
            "
"1302",5,"January 3, 2017","Color: Black",TRUE,"Five Stars
            ","Awesome great sound wish the distance was a little more but I'm dealing with it
            "
"1303",5,"November 18, 2016","Color: Black",TRUE,"Five Stars
            ","These headphone work great and are comfortable.
            "
"1304",5,"September 24, 2016","Color: White",TRUE,"Really good sound and very nice
            ","Really good sound and very nice. The materials look high quality. The only cons is that my ears hurt a bit after wearing them for some time.
            "
"1305",5,"May 20, 2019","Color: White",TRUE,"Bose Always Delivers
            ","Very pleased
            "
"1306",5,"July 17, 2019","Color: Black",TRUE,"Quality’s
            ","Working out
            "
"1307",5,"March 21, 2018","Color: Black",TRUE,"Five Stars
            ","Very comfortable! Sounds great!
            "
"1308",3,"July 4, 2017","Color: Black",TRUE,"Disappointing
            ","Lacks volume! Good for a quiet room.
            "
"1309",4,"June 12, 2016","Color: Black",TRUE,"MY initial impressions.
            ","The Bluetooth sound quality is what you have come to expect from Bose, which is to say, superb. There is no noticeable delay in the audio when wearing the headphones unless you can also hear the sounds from the TV that are outside the headsets. For reasons I don't understand, this is not a constant problem and I find it only a slight annoyance when it is present. After awhile, I hardly notice it. Even then, it does not appear as a delay as much as it does an echo. Lip movement from the TV picture and the sound appears normal.  I can wear the headphones anywhere in my house, including outside on my screened porch where I do all of my grilling and never lose sound. How cool! When the headsets are first turned on, a voice tells you the percentage of charge left in the battery. I wish it also did when I turned the headset off, so I could determine if the battery needed charging overnight. The answer to this problem is to turn them back on for a second, listen for the charge information and then turn them off again. I dropped 1 star because the battery cannot be changed without sending the headset back to Bose and paying them to replace the battery with you paying shipping both ways. It isn't cheap and somewhat makes these expensive headsets "" throw- a- ways"". Being a long time Bose customer, I have come to expect more out of this company. This is a major issue and I hope this does not become a norm with Bose. If it does, I will have to look elsewhere for my next audio purchase. Bose, please take note. I am sure there are many more like me that feel the same way that I do. You are Bose after all!
            "
"1310",5,"February 16, 2018","Color: White",TRUE,"Five Stars
            ","Wonderful sound and love the wireless.
            "
"1311",3,"December 3, 2015","Color: Black",TRUE,"GREAT BUY
            ","I haven't had these headphone for very long but I will say that I am very pleased to have purchased them. My headphones did arrive 2 days late when I was guaranteed one day delivery. The sound quality is amazing, and the wireless feature is an added bonus. I really love how comfortable these headphones are. In the past most over the ear headphones end up making my ears sore after about an hour. Not with these. I really love that. the control on the headphones are simple. A must buy if your looking for something with great audio, comfort, and easy to use.
            "
"1312",5,"June 17, 2016","Color: Black",TRUE,"The sound is good, they are comfortable on my head
            ","I mainly use these with my phone or tablet for watching video and video calls. The sound is good, they are comfortable on my head, I haven't heard any complaints from the people with whom I talk, and the controls are easy to use. There is an app to change seeing and change connected devices, but I find it easier to switch devices on the headset. My only complaint is the sort charging cable. After doing this much on a pair of headphones, you'd think they could include a longer cable.
            "
"1313",5,"January 3, 2016","Color: White",TRUE,"Bose Wins!  (RELAX... That's just my opinion folks)
            ","After purchasing the Beats Studio Wireless and the Beats wireless earbuds I've come to the conclusion the Bose Soundlinks are the ones for me.  The main feature after the great sound reproduction is being able to simultaneously Bluetooth sync TWO devices.  The devices are also announced when they connect.  The build felt better and the ease of use was also a plus.  I updated the firmware on both the units and there were no issues. Beats had an advantage with the Bass and more ""Street Cred"" with the younger crowd.  I'll hold on to the Beats but my ""Go To"" set are these Bose.
            "
"1314",5,"November 9, 2018","Color: Black",TRUE,"Very comfortable
            ","They are great
            "
"1315",5,"December 10, 2016","Color: Black",TRUE,"Wonderful!
            ","Awesome...love it!
            "
"1316",5,"January 3, 2017","Color: Black",TRUE,"Five Stars
            ","Works great, sound is great, and lightweight...
            "
"1317",5,"November 14, 2016","Color: Black",TRUE,"Five Stars
            ","Great quality
            "
"1318",5,"January 29, 2018","Color: White",TRUE,"Five Stars
            ","Very comfortable, good battery life 👍
            "
"1319",5,"March 7, 2016","Color: Black",TRUE,"Five Stars
            ","The most brilliant sound quality I've ever experienced.
            "
"1320",5,"November 16, 2018","Color: Black",TRUE,"Comfortable
            ","Wonderful!
            "
"1321",5,"January 25, 2018","Color: Black",TRUE,"Five Stars
            ","Love them
            "
"1322",5,"January 12, 2017","Color: Black",TRUE,"Five Stars
            ","They were a gift for my son he loves them.
            "
"1323",5,"April 14, 2016","Color: Black",TRUE,"Perfect for the person with multiple ear piercings
            ","Love these! Well worth the money. I tried less expensive around-ear wireless headphones, but none of them actually went around the ear. I have many ear piercings (including industrials) and every other pair of headphones either rests on top of the piercings or pushes on them in some way. The Bose headphones are the only ones that are incredibly comfortable and don't bother my piercings at all. I can't speak to the sound quality of these versus other headphones because none of the others fit, so for me, comfort won me over, and because of the fit, I can hear the sound quite clearly.
            "
"1324",5,"October 2, 2018","Color: Black",TRUE,"Absolutely no regrets!
            ","Great product!
            "
"1325",5,"May 13, 2016","Color: Black",TRUE,"Five Stars
            ","Very comfortable, crystal clear sound, lightweight. Perfect for working out, travel and relaxation.
            "
"1326",5,"January 28, 2017","Color: Black",TRUE,"Five Stars
            ","So comfortable!! Sounds amazing! Easy to connect to and fits so well with glasses. Battery life is decent!
            "
"1327",5,"February 29, 2016","Color: Black",TRUE,"Five Stars
            ","I am always satisfied with the very best.  Great headphones.
            "
"1328",5,"February 8, 2018","Color: Black",TRUE,"Great Sound
            ","Great sound.
            "
"1329",5,"March 15, 2018","Color: White",TRUE,"Five Stars
            ","Work like a charm
            "
"1330",5,"September 29, 2016","Color: Black",TRUE,"Sound at its Best
            ","Bose always produces an outstanding sound product. We have had a Bose radio for 15 years and it sounds as great as ever. These headphones are also top notch and I can hear the TV so much better. At 73 I think my hearing is off a bit but no problem with these. Feels as though I am on the TV standing close to the character speaking. I am not a ""sound"" person but Bose has to me the best. My Infiniti car also has a Bose system which I really like.
            "
"1331",5,"January 12, 2016","Color: White",TRUE,"Excellent travel headphones
            ","I wanted some lightweight, portable around-the-ear headphones for listening to music and watching movies via my iPad on planes and trains. I've tried the Bose QuietComfort series, but unfortunately I'm one of those individuals who finds active noise cancellation physically uncomfortable. So I found myself trying the SoundLink II as an alternative.These are Bluetooth headphones, which is a nice plus—no cords getting in the way of your in-flight meal or tripping your fellow passengers. The Bluetooth ""just works."" It couldn't be easier. The audio quality is just fine, and there's no discernible lag when watching a movie via iTunes. I'm completely sold on Bluetooth for travel headphones. You can use them with a cord, too (say, for that in-flight entertainment system). The cord is helpfully included in a pocket in the carrying case, along with the charging cable.Everything about this product is very well thought-out. There's no extraneous packaging. The zippered carrying case is lightweight and compact. The cups have large, clear ""R"" and ""L"" labels inside. When you turn them on, the headphones tell you the name of the device they're currently connected to. And so on. In short, these are a superb product. I highly recommend them to anyone who travels frequently and doesn't like active noise cancellation.
            "
"1332",5,"January 8, 2017","Color: White",TRUE,"Five Stars
            ","Good sound quality.  Bluetooth enables me to do chores while listening.
            "
"1333",5,"December 5, 2015","Color: Black",TRUE,"Five Stars
            ","Great. I love these headphones
            "
"1334",5,"March 12, 2016","Color: Black",TRUE,"Spectacular Sound & Instructions
            ","WOW, these are the best headphones ever. Sound is spectacular. I can walk throughout my house and not lose signal. Instructions were easy to pair Bluetooth from multiple devices. Well worth the money. I'd do it again & highly recommend them.
            "
"1335",5,"January 28, 2016","Color: White",TRUE,"Five Stars
            ","Fast delivery sound is great! Looks very sleek
            "
"1336",5,"December 1, 2015","Color: White",TRUE,"Five Stars
            ","The best sound ever on Bose headphones!
            "
"1337",5,"September 10, 2016","Color: Black",TRUE,"Simply the best!!!
            ","This is absolutely the best headphones on the market! The battery lasts all day, the sound can't be beat!! It is very comfortable. The only problems that i have are that the volume is very limited (i have a 40% hearing loss... thanks Army), and the range is good, but could be better. I have been in love with Bose since i heard the 901 speakers way back in the 70's. These headphones prove that Bose can't be beat!!!
            "
"1338",5,"March 24, 2017","Color: Black",TRUE,"Perfect Choice!
            ","Great quality.  Long-lasting battery.
            "
"1339",5,"June 19, 2017","Color: Black",TRUE,"Five Stars
            ","For sure very nice
            "
"1340",4,"February 26, 2018","Color: Black",TRUE,"Four Stars
            ","wonderful sound. ease of use
            "
"1341",3,"December 12, 2015","Color: Black",TRUE,"They are very comfortable! However
            ","They are very comfortable! However, the sound (imo) is subpar. It is very tinny and sounds like your music is playing through a can.I personally prefer the Beats Studio Wireless, as they sound better and fuller. The Beats are not as comfortable as the Bose, but the sound quality is much better.I tested the Bose via the included wire, and it improved the sound quality. So I am thinking it has something to do with the Bose Bluetooth.
            "
"1342",5,"April 30, 2017","Color: White",TRUE,"Five Stars
            ","These are awesome, the sound quality is amazing, it pairs wit almost all devices.
            "
"1343",5,"February 24, 2016","Color: Black",TRUE,"The bluetooth connection was so easy to set up and once set up
            ","The bluetooth connection was so easy to set up and once set up, just turn the headsets on and it connects and any lights go out.  This is important because I sleep in a dark room and the last pair of bluetooth headsets that I owned had an annoying blinking blue light that stayed on all th time I was listening.  The sound on my Bose is great.  I have it connected to my android smartphone that sits in a wireless charging cradle.  I use the phone as an alarm.  When I'm done listening I just turn the headphones off.  I would definitely recommend them.
            "
"1344",5,"October 18, 2016","Color: Black",TRUE,"Very happy with
            ","These headphones are phenomenal. Very happy with them
            "
"1345",3,"April 2, 2016","Color: White",TRUE,"Poorly packed
            ","Everything OK.  But poorly packed it damaged the foam of the headphones.
            "
"1346",4,"January 31, 2016","Color: Black",TRUE,"Great sound as you would expect from bose
            ","Great sound as you would expect from bose. Pairing was simple. Holds charge well. I purchased wall charger with these headphones.
            "
"1347",5,"March 3, 2018","Color: Black",TRUE,"Five Stars
            ","Love it
            "
"1348",5,"September 5, 2017","Color: Black",TRUE,"Five Stars
            ","Best wireless headset I've found.
            "
"1349",5,"September 7, 2017","Color: Black",TRUE,"Five Stars
            ","Love them and all Bose products!
            "
"1350",5,"July 19, 2016","Color: White",TRUE,"Has an amazing sound and great noise cancelling properties
            ","They are a little pricey, but they were totally worth it! Has an amazing sound and great noise cancelling properties. I like to wear them in the airport and on plane trip and they never fail me. The battery lasts for a long time and I can wear them forever. I have never had to take them off because of discomfort and have fallen asleep wearing them. The bluetooth works great and I have never had a problem.
            "
"1351",5,"August 31, 2017","Color: Black",TRUE,"Five Stars
            ","Very good quality!
            "
"1352",5,"January 21, 2016","Color: Black",TRUE,"Five Stars
            ","Very nice headset. Bose headsets offers very high quality sound.
            "
"1353",5,"January 10, 2018","Color: Black",TRUE,"Five Stars
            ","sound quality and flexibility
            "
"1354",5,"November 4, 2015","Color: White",TRUE,"Five Stars
            ","I love these headphones.  Such great sound.  Love that they are wireless too.
            "
"1355",5,"July 6, 2016","Color: White",TRUE,"Amazing
            ","Best headphones
            "
"1356",5,"April 13, 2016","Color: Black",TRUE,"Money well spent.
            ","I love that I can automatically change between my phone and iPad since I can have it pared to both at the same time.  I can be listening to music on my iPad and take a call on my phone if one comes in.  Awesome! I had initially bought a different fancy expensive brand.  The Bluetooth kept dropping.  I returned it and bought this one.  No regrets.
            "
"1357",1,"May 12, 2018","Color: White",TRUE,"Hate it.
            ","After about 5 months using, it does not charge now. The batter seems dead! Hate it.
            "
"1358",5,"November 29, 2015","Color: Black",TRUE,"Five Stars
            ","five star
            "
"1359",5,"February 3, 2017","Color: Black",TRUE,"Cash me outsidah how boh dah
            ","I never write reviews but after extensive research I thought I'd give my two cents. I looked and tried other headphones but overall these were the best for my situation and couldnt be happier. For the price, you can find a better sound quality (especially if your into lows) but I use these primarily while at work for 7 hours a day (programming) and that is not important to me. These things are super light, comftorable, and portable, so they go were I go, look good when wearing them and the sound quality is VERY good. Bluetooth features are amazing and just an extra bonus connecting to two devices which I find i use quit often.
            "
"1360",5,"January 23, 2017","Color: Black",TRUE,"AWESOME
            ","These are fabulous.  My hubby is truly enjoying them!
            "
"1361",5,"June 20, 2016","Color: Black",TRUE,"Five Stars
            ","you need to buy one
            "
"1362",5,"December 14, 2016","Color: Black",TRUE,"Best headphones I've owned
            ","Great sound, great quality.
            "
"1363",5,"November 3, 2016","Color: White",TRUE,"Five Stars
            ","Great sound and very comfortable!
            "
"1364",5,"September 21, 2016","Color: Black",TRUE,"Great Set of Cans...
            ","I use these for TV viewing every single day. I love them. They are truly comfortable to wear for extended periods, sound is great, and the design keeps out almost all external noise. These, IMHO, serve my purposes much better than Bose QC35's or Parrot Zik 3's, both of which I tested before settling on these. Price was not a consideration in my preference. These cans just satisfy my needs best. Highly recommended.
            "
"1365",5,"January 27, 2016","Color: Black",TRUE,"Great feeling on the ears and great sound
            ","Great feeling on the ears and great sound. Got them as a gift for my wife and she loves them.  She used them on a long flight and was very pleased with them.
            "
"1366",4,"March 7, 2018","Color: Black",TRUE,"Four Stars
            ","best sound.
            "
"1367",5,"January 29, 2016","Color: White",TRUE,"Beautiful piece of equipment.
            ","Very nice.
            "
"1368",5,"September 3, 2016","Color: Black",TRUE,"Five Stars
            ","Best sound ever from Bluetooth device.
            "
"1369",5,"November 16, 2017","Color: White",TRUE,"Five Stars
            ","Sound comfort looks all 5 star
            "
"1370",5,"January 26, 2017","Color: White",TRUE,"Five Stars
            ","best gift ever
            "
"1371",2,"February 6, 2016","Color: White",TRUE,"Iphone interferes with connection to my tablet - sound gets out of sync with video
            ","When I have my two devices connected, (Kindle Fire and iPhone) the phone disrupts the connection to the table when in close proximity. This leaves the sound out of sync with the video - delayed. To resent, I have to turn headphones off then back on. Very inconvenient.
            "
"1372",3,"February 28, 2016","Color: White",TRUE,"Great music experience, yet totally disappointed for the case
            ","Too bad that so far Bose does not feature any noise-canceling AND wireless device in its product catalogue. As my priority was a Bluetooth headphone, I opted for this model, even though I was really impressed when I tried the noise canceling headphones.The experience with this product was pretty satisfactory: good bass, extreme clarity of the sound, easy to use. Compared to the previous model, Bose reduced the size of the Bluetooth compartment, which is now totally integrated in the headphone. Connecting to a Bluetooth device is way easier and faster than it was before. The duration of the battery is longer than it used to be on the previous model.On the other hand, I got really disappointed by the extremely poor quality of the carry case. It started to fall apart on the very first day of usage.
            "
"1373",5,"February 13, 2017","Color: Black",TRUE,"Five Stars
            ","Work great and very comfortable.
            "
"1374",5,"October 10, 2017","Color: White",TRUE,"Five Stars
            ","great sound quality
            "
"1375",5,"January 29, 2018","Color: Black",TRUE,"Don’t think twice . Great product
            ","Awesome
            "
"1376",5,"January 4, 2016","Color: Black",TRUE,"Five Stars
            ","highly recommend this product
            "
"1377",5,"January 30, 2017","Color: Black",TRUE,"Wowwww
            ","Amazing!!!!! This headphones exceeds all my expectations!!!!
            "
"1378",5,"January 24, 2017","Color: Black",TRUE,"Nice headphones
            ","Nice headphones - Comfortable and great sound.
            "
"1379",5,"March 27, 2017","Color: Black",TRUE,"Great set of headphones
            ","I just got these today and it was worth the money. They sound incredible!!
            "
"1380",5,"January 27, 2016","Color: Black",TRUE,"Quality Product
            ","My son loves these headphones.  Worth the extra dollars over other headphones.
            "
"1381",5,"November 29, 2017","Color: Black",TRUE,"Love these. I had to buy a bluetooth adapter ...
            ","Love these.  I had to buy a bluetooth adapter for my laptop at work, and that requires pairing them everytime I take the adapter out.  But it's totally worth the hassle to me.  These sound great and best of all block out the annoying noises I don't want to hear.
            "
"1382",5,"January 7, 2017","Color: Black",TRUE,"Everything you'd expect from a Bose product.
            ","My wife was looking to replace some old wireless RF headphones, so I did some research and opted for these. Having not used Bluetooth much, I was pleasantly surprised at the amazing quality of sound, they definitely live up to the Bose standard and you couldn't tell they were wireless by just listening, no popping or hissing and no dropping of the signal, just crisp, beautiful sound.
            "
"1383",5,"April 14, 2017","Color: Black",TRUE,"Great headphones!
            ","Amazing sound quality for calls, long battery life, very comfortable
            "
"1384",5,"December 3, 2015","Color: Black",TRUE,"It's a comfortable headset. Good
            ","Feedback from China. The price is 500 RMB cheaper than China. It's a comfortable headset. Good!!
            "
"1385",5,"April 9, 2016","Color: Black",TRUE,"Perfect!
            ","I use these daily at work and at home. The battery life is excellent, charge times are short, and the sound quality is exactly what I wanted for multi-purpose use - music at work and home, TV and movies when I have to be quiet. All around great product.
            "
"1386",5,"December 27, 2016","Color: Black",TRUE,"A winner!
            ","Good sound and comfortable to wear!
            "
"1387",5,"June 21, 2017","Color: Black",TRUE,"Five Stars
            ","The most amazing sound!
            "
"1388",4,"May 24, 2016","Color: Black",TRUE,"Four Stars
            ","Clean and crisp sound but little to light on the bass
            "
"1389",5,"January 22, 2016","Color: Black",TRUE,"Great Sound
            ","My all time favorites for Bluetooth headphones. Easy to pair and great sound quality.
            "
"1390",4,"January 15, 2017","Color: Black",TRUE,"Four Stars
            ","Very nice. Given as a Christmas gift. Like to buy a pair for myself.
            "
"1391",5,"January 10, 2017","Color: Black",TRUE,"Five Stars
            ","Wonderful!
            "
"1392",5,"March 2, 2018","Color: Black",TRUE,"Love them
            ","I don’t normally write reviews but I had to this time. I just got these but I already love them. They are so lightweight and comfortable. It’s like they were made to fit my ears/head. I even put them on backwards at first by mistake and they were still comfortable. They sound great too. I’m not an audiophile (not really sure what that entails tbh) but I love music and my music sounds great. I tried out a couple other wireless headphones including the Plantronics Backbeat Pro which I had to return. They were somewhat comfortable they were heavy and bulky and put too much pressure on my ears. Not to mention the bass was kind of overblown. These headphones I don’t even want to take off. I’m definitely keeping them. The case is great too and not too big to be inconvenient taking it places.
            "
"1393",4,"September 10, 2017","Color: Black",TRUE,"Four Stars
            ","very nice
            "
"1394",5,"October 28, 2015","Color: White",TRUE,"Five Stars
            ","Love them!
            "
"1395",5,"June 27, 2017","Color: Black",TRUE,"Five Stars
            ","Awesome!
            "
"1396",5,"September 27, 2017","Color: Black",TRUE,"Five Stars
            ","Very good sound
            "
"1397",5,"April 11, 2016","Color: Black",TRUE,"Five Stars
            ","I love those headphones, highly recommended
            "
"1398",5,"July 22, 2017","Color: Black",TRUE,"Five Stars
            ","Great sound quality and design
            "
"1399",4,"January 15, 2017","Color: Black",TRUE,"Four Stars
            ","Great wireless, sounds great, comfortable, not as cool looking as Beats
            "
"1400",2,"March 5, 2017","Color: Black",TRUE,"Not worth the cost
            ","These are not worth the increased cost.  The Bluetooth function is not good.  The sound quality for phone calls is below average at best.  You can't use them effectively outside to talk with someone on the phone (due to poor sound quality).  I purchased these looking forward to the ""reputation"" that Bose has for quality sound, but after using them for a week, I am really disappointed.Bottom line: Not worth the cost.
            "
"1401",5,"October 10, 2016","Color: Black",TRUE,"Its absolutely a great product.
            ","Just wow... thank you BOSE! Its absolutely a great product.
            "
"1402",5,"October 25, 2016","Color: White",TRUE,"The best sound for long teips
            ","Absolutely a great addition to our automobile's entertainment package.
            "
"1403",4,"August 9, 2017","Color: Black",TRUE,"Four Stars
            ","It has a good quality
            "
"1404",5,"April 24, 2016","Color: Black",TRUE,"Also excellent battery life
            ","Everything I expected from Bose! Also excellent battery life!
            "
"1405",5,"September 24, 2016","Color: White",TRUE,"Little room for improvement but still rules
            ","I would like to be able to listen to 2 things at once instead of one or the other. I have to listen to my laptop to dings from chat messages and emails and then want to listen to music on phone (can't stream to laptop at work). So I have to pick one or the other as one of them keeps cutting off when the other kicks in. I'm still giving it 5 because even with that these are the greatest thing I've bought myself for the office since that hemroid pad during the roids of 2006.
            "
"1406",2,"February 24, 2017","Color: Black",TRUE,"Poor quality for this price
            ","The sound quality is extremely poor for the price they charge for these headphones. The headphones keeping dropping connection frequently.
            "
"1407",5,"December 1, 2015","Color: White",TRUE,"Five Stars
            ","Great sound and battery life.
            "
"1408",5,"January 29, 2016","Color: Black",TRUE,"Five Stars
            ","They work great and came really fast considering I'm stationed in Japan but I love them with no issues
            "
"1409",5,"February 7, 2016","Color: Black",TRUE,"Five Stars
            ","Love em!
            "
"1410",2,"December 6, 2017","Color: White",TRUE,"Great sound, great battery, but bluetooth signal/switching is terrible
            ","Sound is great, battery is great, but bluetooth switching is awful. Headphones constantly drop signal, voice is constantly chiming in my ear ""mobile device not found"" even while I am actively listening to music on my phone, switching between computer and phone works about 50% of the time. Really frustrating.
            "
"1411",5,"April 30, 2016","Color: Black",TRUE,"He loved it. Great fit and sound
            ","Purchased as a gift. He loved it. Great fit and sound
            "
"1412",5,"November 7, 2016","Color: Black",TRUE,"Five Stars
            ","Awesome! I absolutely love the headphones.
            "
"1413",5,"April 28, 2016","Color: Black",TRUE,"Five Stars
            ","Great. So far.
            "
"1414",4,"December 18, 2016","Color: Black",TRUE,"Another quality product from Bose
            ","Overall, a nice set of headphones.  I was hopping for a little better sound quality from Bose, but mostly I like them.  I played a music dvd on my tv with a stereo and went out in the yard and raked leaves.  No loss of sound or quality anywhere in the yard.
            "
"1415",5,"May 3, 2016","Color: White",TRUE,"Five Stars
            ","Love my Bose headphones
            "
"1416",4,"February 9, 2016","Color: Black",TRUE,"Great!
            ","Very comfortable. Great sound.
            "
"1417",5,"April 15, 2016","Color: Black",TRUE,"Five Stars
            ","Bose is Boss...!!!
            "
"1418",5,"October 7, 2016","Color: Black",TRUE,"Five Stars
            ","Amazing sound highs and lows
            "
"1419",5,"March 8, 2016","Color: Black",TRUE,"Five Stars
            ","This is a cool one👍
            "
"1420",5,"February 16, 2016","Color: Black",TRUE,"Five Stars
            ","love them......great buy!
            "
"1421",2,"April 13, 2016","Color: Black",TRUE,"I bought a different set after this
            ","I bought these because of the Bose name, but was unimpressed. I need to return them after I found the Plantronics were much better (and cheaper). The Bose set doesn't have active noise-cancelling. Also, the microphone for taking/making calls is terrible. Nobody could hear me.
            "
"1422",5,"January 10, 2017","Color: Black",TRUE,"Five Stars
            ","Great
            "
"1423",5,"January 26, 2016","Color: White",TRUE,"Five Stars
            ","Very nice sound. Would recommend.
            "
"1424",4,"February 8, 2017","Color: Black",TRUE,"Four Stars
            ","Very nice
            "
"1425",5,"May 7, 2016","Color: White",TRUE,"Love them Bose!
            ","Can't go wrong with these headphones.
            "
"1426",5,"January 14, 2017","Color: Black",TRUE,"Great
            ","Works great, long range good battery life
            "
"1427",4,"February 1, 2016","Color: White",TRUE,"Four Stars
            ","Sound quality isn't good with phone calls using the wireless option.
            "
"1428",5,"June 8, 2016","Color: Black",TRUE,"Five Stars
            ","Great Product
            "
"1429",5,"February 13, 2017","Color: Black",TRUE,"Super comfortable. I've gone through at least 10 over ...
            ","Really exceeds expectations. Bluetooth is incredible. I can go anywhere in my two story house and even outside with no signal degradation.  I use it for Podcasts and audio-books, so I can't speak to music. Super comfortable. I've gone through at least 10 over the ear headphones, and this is the first one I've found where I can comfortably listen when I'm lying down.Expensive. But for me, worth the money.
            "
"1430",3,"October 25, 2015","Color: Black",TRUE,"Three Stars
            ","Blue tooth did not work. I even bought another blue tooth device to support Bose headset to work.
            "
"1431",5,"September 21, 2016","Color: Black",TRUE,"Awesome
            ","work very well 10/10 build quality
            "
"1432",5,"November 12, 2015","Color: Black",TRUE,"Bose sound link
            ","Can't go wrong with Bose. Excellent.
            "
"1433",5,"June 11, 2016","Color: Black",TRUE,"you can easily complete tasks around the house without ripping the cord ...
            ","I have been looking for a set of over the ear blue tooth head phones for quite some time, I finally bit the bullet and bought these. I am a frequent flyer so ""silence is golden"" on an airplane. Although these are not noise canceling headphones, they do cut a lot of the ""chatter"".  Being cordless, you can easily complete tasks around the house without ripping the cord out of the headset jack on the player.  The sound is AWESOME! If you like the deep bass, you need to get a set of these!Pros: lightweight, great sound quality, mobility, nice carrying caseCon: they make your ears sweat while mowing. (I have a set of Bose ear buds for that)
            "
